Second,Millisecond,Depth (inches),Rate (CPM),Release Velocity (MM/S),Valid/Invalid
2675,883,1.644,122,211,Valid
2676,411,1.692,113,202,Valid
2676,907,1.632,119,217,Valid
2677,403,1.722,120,220,Valid
2677,883,1.648,125,221,Valid
2678,387,1.617,120,195,Valid
2678,852,1.562,129,196,Valid
2679,340,1.644,119,211,Valid
2679,812,1.653,129,219,Valid
2680,284,1.518,131,203,Valid
2680,748,1.489,129,213,Valid
2681,212,1.616,125,222,Valid
2681,636,1.487,144,237,Valid
2682,164,1.507,113,213,Valid
2682,660,1.487,120,234,Valid
2683,124,1.453,129,230,Valid
2683,588,1.349,136,184,Valid
2683,996,1.185,150,125,Valid
2684,884,1.398,59,178,Valid
2685,412,1.022,150,294,Valid
2686,340,1.295,61,183,Valid
2686,900,1.261,105,186,Valid
2687,364,1.229,129,248,Valid
2687,925,1.112,115,219,Valid
2688,445,1.101,110,187,Valid
2688,957,1.153,115,190,Valid
2689,485,1.123,111,186,Valid
2690,45,1.124,108,206,Valid
2690,573,1.154,113,210,Valid
2691,117,1.168,111,237,Valid
2691,685,1.03,107,181,Valid
2692,245,1.04,102,170,Valid
2692,813,1.17,107,188,Valid
2693,381,1.117,104,174,Valid
2693,973,1.135,101,166,Valid
2694,549,1.104,102,166,Valid
2695,157,1.128,101,156,Valid
2695,717,1.218,105,196,Valid
2696,341,1.306,97,193,Valid
2696,886,1.216,107,178,Valid
2697,478,1.251,104,165,Valid
2698,30,1.166,108,173,Valid
2698,614,1.157,101,182,Valid
2699,222,1.157,98,193,Valid
2699,806,1.138,105,170,Valid
2700,414,1.261,98,195,Valid
3135,525,0.98,0,331,Valid
3136,181,0.988,91,141,Valid
3136,773,1.099,104,184,Valid
3137,293,1.246,115,228,Valid
3137,829,1.401,111,242,Valid
3138,357,1.43,115,243,Valid
3138,886,1.486,111,240,Valid
3139,422,1.559,111,252,Valid
3139,982,1.542,108,231,Valid
3140,510,1.509,113,237,Valid
3141,46,1.418,113,194,Valid
3141,582,1.506,110,234,Valid
3142,110,1.41,111,243,Valid
3142,662,1.429,113,223,Valid
3143,222,1.607,104,216,Valid
3143,806,1.702,107,236,Valid
3144,326,1.633,108,241,Valid
3144,878,1.501,111,217,Valid
3145,414,1.535,111,215,Valid
3145,958,1.595,108,232,Valid
3146,534,1.642,105,219,Valid
3147,94,1.674,105,228,Valid
3147,647,1.607,107,219,Valid
3148,215,1.572,105,201,Valid
3148,783,1.567,104,199,Valid
3149,351,1.533,108,194,Valid
3149,919,1.495,105,186,Valid
3150,503,1.469,104,182,Valid
3151,55,1.425,107,200,Valid
3151,631,1.417,104,207,Valid
3152,183,1.487,110,206,Valid
3152,727,1.393,110,181,Valid
3153,239,1.371,115,228,Valid
3153,783,1.337,110,206,Valid
3154,367,1.503,107,186,Valid
3154,911,1.607,108,196,Valid
3155,431,1.556,113,209,Valid
3155,959,1.434,115,196,Valid
3156,503,1.429,108,168,Valid
3157,39,1.436,111,177,Valid
3157,599,1.49,110,176,Valid
3158,144,1.527,105,198,Valid
3158,680,1.395,113,168,Valid
3159,216,1.306,110,148,Valid
3159,752,1.225,115,133,Valid
3160,280,1.171,111,141,Valid
3160,808,0.966,125,118,Valid
3161,272,0.778,122,88,Valid
3161,848,1.03,102,165,Valid
3162,368,1.074,111,157,Valid
3162,936,1.245,110,157,Valid
3163,464,1.398,113,181,Valid
3163,984,1.392,115,183,Valid
3164,480,1.289,119,183,Valid
3164,992,1.352,113,169,Valid
3165,504,1.431,119,184,Valid
3166,32,1.425,111,160,Valid
3166,584,1.478,111,164,Valid
3167,105,1.461,117,186,Valid
3167,625,1.463,113,185,Valid
3168,161,1.429,108,156,Valid
3168,705,1.428,115,131,Valid
3169,233,1.472,107,171,Valid
3169,769,1.31,110,199,Valid
3170,257,1.385,125,178,Valid
3170,753,1.45,125,180,Valid
3171,289,1.626,111,192,Valid
3171,761,1.497,125,219,Valid
3172,281,1.48,115,194,Valid
3172,825,1.61,111,187,Valid
3173,353,1.695,113,211,Valid
3173,865,1.641,113,218,Valid
3174,401,1.667,113,223,Valid
3174,929,1.609,111,206,Valid
3175,489,1.631,111,180,Valid
3176,26,1.622,108,183,Valid
3176,546,1.643,115,200,Valid
3177,82,1.739,111,251,Valid
3177,586,1.607,119,218,Valid
3178,154,1.535,105,170,Valid
3178,714,1.61,111,203,Valid
3179,266,1.679,104,222,Valid
3179,810,1.646,111,186,Valid
3180,370,1.681,108,198,Valid
3180,914,1.574,107,195,Valid
3181,498,1.543,105,167,Valid
3182,90,1.639,100,171,Valid
3182,610,1.493,111,186,Valid
3183,186,1.533,105,187,Valid
3183,738,1.576,108,204,Valid
3184,274,1.559,111,226,Valid
3184,819,1.453,111,214,Valid
3185,403,1.507,104,164,Valid
3185,963,1.677,105,184,Valid
3186,499,1.719,111,222,Valid
3187,35,1.621,110,195,Valid
3187,563,1.584,111,201,Valid
3188,107,1.618,111,189,Valid
3188,643,1.619,111,177,Valid
3189,171,1.605,113,200,Valid
3189,739,1.624,105,202,Valid
3190,283,1.618,110,194,Valid
3190,859,1.67,105,185,Valid
3191,379,1.609,111,210,Valid
3191,979,1.609,101,163,Valid
3192,531,1.661,107,192,Valid
3193,139,1.771,102,206,Valid
3193,643,1.633,113,250,Valid
3194,203,1.517,110,186,Valid
3194,756,1.551,108,176,Valid
3195,324,1.623,104,196,Valid
3195,828,1.596,119,248,Valid
3196,372,1.656,110,226,Valid
3196,892,1.605,115,204,Valid
3197,452,1.598,107,201,Valid
3197,996,1.617,108,210,Valid
3198,596,1.772,101,190,Valid
3199,132,1.773,111,203,Valid
3199,692,1.798,108,206,Valid
3200,268,1.84,104,203,Valid
3200,796,1.714,110,184,Valid
3201,332,1.647,111,194,Valid
3201,908,1.646,105,183,Valid
3202,460,1.581,110,178,Valid
3203,12,1.522,104,188,Valid
3203,556,1.434,111,165,Valid
3204,149,1.421,104,142,Valid
3204,701,1.406,107,159,Valid
3205,269,1.334,104,161,Valid
3205,805,1.334,111,166,Valid
3206,341,1.448,111,181,Valid
3206,893,1.452,110,182,Valid
3207,493,1.508,101,177,Valid
3208,29,1.484,110,179,Valid
3208,573,1.538,108,193,Valid
3209,125,1.605,110,197,Valid
3209,661,1.616,110,225,Valid
3210,197,1.537,110,204,Valid
3210,757,1.463,110,177,Valid
3211,325,1.542,107,169,Valid
3211,853,1.519,110,218,Valid
3212,397,1.452,113,234,Valid
3212,918,1.443,113,169,Valid
3213,462,1.398,108,182,Valid
3214,14,1.507,108,219,Valid
3214,558,1.562,113,225,Valid
3215,70,1.549,113,223,Valid
3215,622,1.539,110,182,Valid
3216,198,1.658,107,172,Valid
3216,710,1.597,111,201,Valid
3217,286,1.573,107,164,Valid
3217,822,1.621,110,191,Valid
3218,350,1.64,113,197,Valid
3218,870,1.655,113,229,Valid
3219,398,1.542,117,217,Valid
3219,894,1.414,119,191,Valid
3220,470,1.564,105,176,Valid
3221,22,1.678,108,228,Valid
3221,550,1.664,111,235,Valid
3222,127,1.631,104,192,Valid
3222,679,1.592,107,192,Valid
3223,239,1.551,107,163,Valid
3223,799,1.67,107,190,Valid
3224,335,1.676,111,198,Valid
3224,863,1.722,111,234,Valid
3225,375,1.732,119,234,Valid
3225,911,1.807,113,220,Valid
3226,439,1.822,113,227,Valid
3226,951,1.694,117,231,Valid
3227,511,1.765,110,213,Valid
3228,71,1.852,107,213,Valid
3228,599,1.813,108,217,Valid
3229,159,1.842,108,228,Valid
3229,711,1.67,108,176,Valid
3230,223,1.598,111,203,Valid
3230,768,1.525,113,160,Valid
3231,320,1.501,110,173,Valid
3231,920,1.601,101,181,Valid
3232,448,1.472,108,181,Valid
3233,24,1.411,107,148,Valid
3233,704,1.475,90,149,Valid
3235,176,1.399,40,156,Valid
3235,720,1.392,104,169,Valid
3236,288,1.377,107,139,Valid
3236,912,1.493,104,176,Valid
3237,472,1.548,104,187,Valid
3238,64,1.593,102,172,Valid
3238,664,1.574,100,161,Valid
3239,896,1.113,49,120,Valid
3240,480,1.413,96,184,Valid
3240,961,1.496,120,226,Valid
3241,521,1.609,110,229,Valid
3242,113,1.711,101,216,Valid
3242,649,1.727,111,204,Valid
3243,225,1.817,107,202,Valid
3243,761,1.758,110,182,Valid
3244,329,1.789,107,191,Valid
3244,849,1.651,111,182,Valid
3245,409,1.699,108,182,Valid
3245,977,1.826,108,194,Valid
3246,521,1.845,108,215,Valid
3247,41,1.729,111,220,Valid
3247,593,1.785,111,189,Valid
3248,145,1.809,108,184,Valid
3248,649,1.658,115,177,Valid
3249,185,1.713,113,184,Valid
3249,698,1.61,113,167,Valid
3250,210,1.573,119,184,Valid
3250,722,1.589,117,198,Valid
3251,226,1.568,122,195,Valid
3251,714,1.584,120,201,Valid
3252,266,1.696,111,185,Valid
3252,794,1.652,110,190,Valid
3253,354,1.685,108,219,Valid
3253,890,1.675,108,204,Valid
3254,426,1.68,113,196,Valid
3254,922,1.589,122,163,Valid
3255,418,1.707,119,250,Valid
3255,954,1.816,115,256,Valid
3256,458,1.609,119,227,Valid
3256,954,1.597,117,199,Valid
3257,458,1.689,120,199,Valid
3258,418,1.737,58,237,Valid
3259,419,1.495,63,273,Valid
3259,979,1.428,115,158,Valid
3260,539,1.7,105,212,Valid
3261,59,1.647,104,299,Valid
3261,659,1.517,107,288,Valid
3262,211,1.449,108,247,Valid
3262,755,1.556,105,236,Valid
3263,307,1.572,108,267,Valid
3263,851,1.444,113,278,Valid
3264,395,1.504,110,254,Valid
3264,979,1.704,102,276,Valid
3265,531,1.669,107,292,Valid
3266,75,1.733,110,281,Valid
3266,627,1.678,108,263,Valid
3267,179,1.538,108,241,Valid
3267,740,1.559,104,275,Valid
3268,316,1.549,105,259,Valid
3268,924,1.439,98,203,Valid
3269,500,1.424,105,249,Valid
3270,92,1.488,100,233,Valid
3270,652,1.364,110,226,Valid
3271,212,1.438,104,213,Valid
3271,804,1.557,102,230,Valid
3272,380,1.61,105,237,Valid
3272,964,1.512,100,242,Valid
3273,564,1.44,100,232,Valid
3274,188,1.541,98,227,Valid
3274,756,1.545,102,244,Valid
3275,372,1.598,100,220,Valid
3275,940,1.653,104,259,Valid
3276,508,1.669,105,247,Valid
3277,60,1.605,108,251,Valid
3277,628,1.515,105,228,Valid
3278,173,1.45,111,224,Valid
3278,709,1.497,108,223,Valid
3279,285,1.599,107,248,Valid
3279,837,1.519,107,244,Valid
3280,389,1.439,108,225,Valid
3280,925,1.49,110,228,Valid
3281,485,1.435,110,243,Valid
3282,29,1.374,110,227,Valid
3282,565,1.457,108,238,Valid
3283,101,1.469,115,239,Valid
3283,653,1.356,108,233,Valid
3284,189,1.358,111,223,Valid
3284,741,1.506,105,247,Valid
3285,245,1.456,119,248,Valid
3285,789,1.346,113,222,Valid
3286,309,1.339,113,215,Valid
3286,838,1.376,113,225,Valid
3287,358,1.396,113,242,Valid
3287,894,1.349,113,232,Valid
3288,422,1.365,113,234,Valid
3288,958,1.385,111,230,Valid
3289,518,1.332,107,220,Valid
3290,54,1.372,111,225,Valid
3290,598,1.459,108,244,Valid
3291,150,1.52,108,252,Valid
3291,702,1.554,110,246,Valid
3292,254,1.509,105,220,Valid
3292,790,1.357,119,215,Valid
3293,358,1.44,101,214,Valid
3293,878,1.379,115,234,Valid
3294,422,1.313,113,210,Valid
3294,990,1.35,102,199,Valid
3295,526,1.397,111,228,Valid
3296,87,1.401,107,227,Valid
3296,639,1.368,110,222,Valid
3297,183,1.416,108,222,Valid
3297,711,1.417,113,223,Valid
3298,239,1.322,117,215,Valid
3298,767,1.367,111,219,Valid
3299,295,1.358,113,220,Valid
3299,839,1.39,110,223,Valid
3300,359,1.41,115,225,Valid
3300,895,1.315,113,205,Valid
3301,439,1.296,108,206,Valid
3301,975,1.318,110,214,Valid
3302,511,1.353,111,214,Valid
3303,63,1.321,110,221,Valid
3303,623,1.366,105,217,Valid
3304,135,1.325,120,234,Valid
3304,696,1.365,105,187,Valid
3305,232,1.303,113,220,Valid
3305,760,1.372,111,226,Valid
3306,304,1.42,108,226,Valid
3306,840,1.369,113,203,Valid
3307,344,1.465,120,288,Valid
3308,104,2.011,81,319,Valid
3308,576,1.439,129,292,Valid
3309,128,1.286,110,179,Valid
3309,624,1.531,110,184,Valid
3310,152,1.607,113,233,Valid
3310,712,1.692,108,273,Valid
3311,240,1.419,117,251,Valid
3311,760,1.402,111,233,Valid
3312,264,1.516,115,225,Valid
3312,824,1.606,108,259,Valid
3313,376,1.547,108,267,Valid
3313,928,1.512,107,243,Valid
3314,488,1.677,107,258,Valid
3315,65,1.777,105,287,Valid
3315,609,1.575,113,245,Valid
3319,825,1.512,14,134,Valid
3320,417,1.639,108,231,Valid
3320,857,1.39,117,266,Valid
3321,417,1.316,115,265,Valid
3321,905,1.321,117,204,Valid
3322,417,1.304,115,188,Valid
3322,905,1.367,119,229,Valid
3323,441,1.398,113,223,Valid
3323,954,1.34,119,228,Valid
3324,458,1.465,119,240,Valid
3324,986,1.569,113,230,Valid
3325,498,1.534,120,232,Valid
3326,10,1.552,115,243,Valid
3326,530,1.572,113,235,Valid
3327,42,1.591,119,217,Valid
3327,594,1.658,107,265,Valid
3328,122,1.622,115,242,Valid
3328,674,1.701,108,242,Valid
3329,210,1.615,113,242,Valid
3329,730,1.606,113,230,Valid
3330,274,1.715,110,221,Valid
3330,818,1.68,108,224,Valid
3331,322,1.615,122,237,Valid
3331,850,1.721,111,229,Valid
3332,362,1.763,117,236,Valid
3332,883,1.807,115,256,Valid
3333,411,1.787,111,254,Valid
3333,931,1.71,117,246,Valid
3334,451,1.701,113,215,Valid
3334,971,1.738,117,212,Valid
3335,475,1.722,119,248,Valid
3336,11,1.781,110,245,Valid
3336,523,1.782,117,244,Valid
3337,43,1.734,115,240,Valid
3337,579,1.752,110,240,Valid
3338,91,1.764,119,243,Valid
3338,635,1.899,111,254,Valid
3339,139,1.85,117,259,Valid
3339,651,1.864,117,256,Valid
3340,171,1.87,115,235,Valid
3340,739,2.002,108,245,Valid
3341,243,1.883,117,266,Valid
3341,772,1.779,115,224,Valid
3342,268,1.826,119,256,Valid
3342,780,1.857,117,227,Valid
3343,332,1.93,110,242,Valid
3343,852,1.828,113,248,Valid
3344,372,1.797,115,212,Valid
3344,916,1.864,113,201,Valid
3364,294,1.231,3,106,Valid
3365,350,1.136,56,164,Valid
3365,942,1.362,100,188,Valid
3366,470,1.447,115,233,Valid
3366,990,1.553,111,263,Valid
3367,518,1.532,115,216,Valid
3368,70,1.613,108,233,Valid
3368,582,1.689,117,246,Valid
3369,118,1.824,113,242,Valid
3369,671,1.896,110,262,Valid
3370,191,1.846,111,245,Valid
3370,719,1.927,110,243,Valid
3371,239,1.923,115,249,Valid
3371,783,1.935,113,244,Valid
3372,327,1.903,110,241,Valid
3372,855,1.789,117,239,Valid
3373,391,1.869,110,217,Valid
3373,943,1.904,107,261,Valid
3374,479,1.788,115,207,Valid
3375,63,1.924,104,226,Valid
3375,591,1.908,110,244,Valid
3376,143,1.893,110,233,Valid
3376,671,1.856,113,220,Valid
3377,239,1.947,105,232,Valid
3377,799,1.951,107,232,Valid
3378,319,1.793,115,227,Valid
3378,888,1.961,107,225,Valid
3379,416,1.937,110,258,Valid
3379,960,1.914,110,230,Valid
3380,528,1.994,105,242,Valid
3381,64,1.823,113,192,Valid
3381,608,1.614,111,168,Valid
3382,160,1.637,107,179,Valid
3382,736,1.641,105,192,Valid
3383,280,1.634,107,212,Valid
3383,864,1.644,104,208,Valid
3395,889,1.406,4,204,Valid
3396,465,1.6,105,242,Valid
3397,2,1.554,111,221,Valid
3411,723,1.368,4,234,Valid
3412,259,1.381,115,170,Valid
3412,795,1.569,108,228,Valid
3413,315,1.648,117,234,Valid
3413,835,1.698,113,266,Valid
3414,371,1.724,111,249,Valid
3414,891,1.733,117,218,Valid
3415,411,1.767,113,206,Valid
3415,932,1.807,117,243,Valid
3416,436,1.723,120,246,Valid
3416,956,1.779,111,252,Valid
3417,484,1.773,113,251,Valid
3418,12,1.907,113,257,Valid
3418,532,1.802,117,223,Valid
3419,92,1.808,108,223,Valid
3419,620,1.782,113,248,Valid
3420,140,1.697,115,217,Valid
3420,660,1.771,113,238,Valid
3421,204,1.754,111,237,Valid
3421,748,1.686,108,253,Valid
3422,300,1.512,113,218,Valid
3422,836,1.49,108,173,Valid
3423,364,1.593,113,199,Valid
3423,876,1.527,115,248,Valid
3424,436,1.554,107,257,Valid
3424,989,1.631,110,252,Valid
3425,533,1.599,108,228,Valid
3426,77,1.648,108,246,Valid
3426,653,1.82,107,271,Valid
3427,229,1.696,102,222,Valid
3427,789,1.723,105,264,Valid
3428,357,1.633,108,223,Valid
3428,917,1.728,107,247,Valid
3429,477,1.626,105,262,Valid
3430,61,1.629,104,229,Valid
3430,621,1.694,105,255,Valid
3431,205,1.756,105,243,Valid
3431,781,1.808,105,251,Valid
3432,341,1.777,102,254,Valid
3432,909,1.763,108,223,Valid
3433,509,1.849,100,244,Valid
3434,78,1.784,105,228,Valid
3434,670,1.775,100,232,Valid
3435,230,1.661,107,234,Valid
3435,814,1.623,104,200,Valid
3436,382,1.637,104,212,Valid
3436,934,1.569,107,213,Valid
3437,494,1.518,108,217,Valid
3438,78,1.638,104,224,Valid
3438,654,1.647,104,217,Valid
3439,230,1.634,102,213,Valid
3439,806,1.623,104,189,Valid
3440,398,1.661,104,200,Valid
3440,982,1.712,101,215,Valid
3441,550,1.688,102,212,Valid
3442,126,1.672,105,209,Valid
3442,711,1.655,104,200,Valid
3443,271,1.645,104,214,Valid
3443,863,1.717,104,209,Valid
3444,407,1.611,107,217,Valid
3445,15,1.673,101,204,Valid
3445,591,1.727,102,215,Valid
3446,167,1.741,105,210,Valid
3446,727,1.666,104,207,Valid
3447,343,1.806,100,221,Valid
3447,871,1.63,111,212,Valid
3448,463,1.705,101,189,Valid
3449,55,1.702,102,188,Valid
3449,623,1.649,105,212,Valid
3450,199,1.577,101,202,Valid
3450,775,1.633,107,214,Valid
3451,343,1.658,104,212,Valid
3451,919,1.762,107,218,Valid
3452,495,1.72,102,203,Valid
3453,88,1.715,105,194,Valid
3453,672,1.779,98,224,Valid
3454,240,1.694,104,200,Valid
3454,840,1.766,101,195,Valid
3455,408,1.762,104,205,Valid
3455,976,1.693,105,195,Valid
3456,576,1.723,102,200,Valid
3457,176,1.784,98,215,Valid
3457,768,1.775,100,220,Valid
3458,344,1.75,105,195,Valid
3458,944,1.799,101,204,Valid
3459,512,1.768,102,203,Valid
3460,96,1.761,102,219,Valid
3460,688,1.736,101,187,Valid
3461,280,1.835,102,213,Valid
3461,873,1.839,101,207,Valid
3462,465,1.837,101,207,Valid
3463,41,1.808,104,190,Valid
3463,657,1.941,100,209,Valid
3464,201,1.826,105,211,Valid
3464,777,1.811,104,207,Valid
3465,401,1.925,97,221,Valid
3465,961,1.806,105,213,Valid
3466,545,1.796,104,205,Valid
3467,121,1.881,104,221,Valid
3467,697,1.924,105,217,Valid
3468,289,2.001,102,229,Valid
3468,849,1.866,102,206,Valid
3469,441,1.928,102,203,Valid
3470,17,1.988,107,216,Valid
3470,585,2.014,102,254,Valid
3471,178,1.984,101,231,Valid
3471,738,1.896,107,210,Valid
3472,330,1.952,102,202,Valid
3472,898,1.964,104,219,Valid
3473,474,1.994,104,239,Valid
3474,58,2.005,104,222,Valid
3474,610,1.943,105,232,Valid
3475,202,1.984,102,198,Valid
3475,794,2.106,104,250,Valid
3476,330,1.958,107,241,Valid
3476,930,1.997,101,226,Valid
3477,506,1.959,105,215,Valid
3478,66,1.953,105,218,Valid
3478,659,1.972,102,208,Valid
3479,235,1.942,104,210,Valid
3479,827,1.961,104,217,Valid
3480,395,1.923,101,218,Valid
3480,995,1.823,104,195,Valid
3481,587,1.817,98,203,Valid
3482,187,1.863,100,214,Valid
3482,755,1.892,104,215,Valid
3483,331,1.929,105,201,Valid
3483,923,1.997,100,236,Valid
3484,515,1.931,102,209,Valid
3485,131,2.092,98,241,Valid
3485,707,2.014,102,223,Valid
3486,307,2.028,100,216,Valid
3486,923,2.116,97,219,Valid
3487,523,2.173,100,256,Valid
3488,123,2.063,97,224,Valid
3488,724,2.066,101,217,Valid
3489,364,2.202,97,240,Valid
3489,964,2.121,96,242,Valid
3490,588,2.159,96,232,Valid
3491,164,2.092,105,221,Valid
3491,740,1.958,102,213,Valid
3492,388,2.07,94,202,Valid
3492,964,2.027,102,221,Valid
3493,588,2.114,94,237,Valid
3494,180,2.005,101,225,Valid
3494,788,1.953,98,216,Valid
3495,388,1.998,102,233,Valid
3496,4,1.926,93,209,Valid
3496,596,1.809,102,183,Valid
3497,204,1.81,100,200,Valid
3497,780,1.716,100,199,Valid
3498,412,1.849,100,199,Valid
3498,989,1.851,100,235,Valid
3499,581,1.83,102,213,Valid
3500,173,1.822,101,186,Valid
3500,773,1.883,100,222,Valid
3501,349,1.823,104,206,Valid
3501,925,1.812,104,207,Valid
3502,517,1.894,104,218,Valid
3503,133,2.002,96,237,Valid
3503,693,1.823,105,212,Valid
3504,277,1.765,100,184,Valid
3504,877,1.892,104,203,Valid
3505,437,1.823,107,220,Valid
3506,13,1.719,101,199,Valid
3506,605,1.806,101,231,Valid
3507,141,1.723,113,213,Valid
3507,758,1.802,96,205,Valid
3508,342,1.73,104,187,Valid
3508,934,1.78,104,196,Valid
3509,502,1.782,105,210,Valid
3510,78,1.732,101,204,Valid
3510,646,1.751,105,192,Valid
3511,246,1.898,101,235,Valid
3511,806,1.843,105,226,Valid
3512,366,1.639,108,185,Valid
3512,942,1.68,102,179,Valid
3513,534,1.781,102,192,Valid
3514,94,1.716,107,199,Valid
3514,670,1.733,104,198,Valid
3515,270,1.766,98,205,Valid
3515,862,1.793,104,202,Valid
3516,438,1.741,101,204,Valid
3517,23,1.708,104,190,Valid
3517,631,1.731,100,180,Valid
3518,231,1.867,101,209,Valid
3518,791,1.728,102,209,Valid
3519,399,1.77,101,194,Valid
3519,983,1.761,101,191,Valid
3520,551,1.723,105,184,Valid
3521,127,1.806,104,210,Valid
3521,719,1.855,102,198,Valid
3522,303,1.848,100,230,Valid
3522,863,1.737,105,215,Valid
3523,479,1.89,101,213,Valid
3524,63,1.91,102,198,Valid
3524,647,1.884,101,221,Valid
3525,239,1.805,100,202,Valid
3525,856,1.868,100,204,Valid
3526,416,1.829,104,232,Valid
3527,24,1.743,98,197,Valid
3527,624,1.769,100,200,Valid
3528,200,1.769,104,214,Valid
3528,792,1.834,102,222,Valid
3529,376,1.708,100,182,Valid
3529,976,1.738,102,198,Valid
3530,576,1.79,101,205,Valid
3531,144,1.696,102,198,Valid
3531,744,1.708,101,189,Valid
3532,352,1.851,100,223,Valid
3532,928,1.823,104,227,Valid
3533,488,1.749,104,223,Valid
3534,96,1.831,100,202,Valid
3534,688,1.843,100,207,Valid
3535,288,1.873,104,218,Valid
3535,881,1.88,97,223,Valid
3536,449,1.743,102,202,Valid
3537,25,1.67,107,173,Valid
3537,641,1.93,100,205,Valid
3538,193,1.819,107,216,Valid
3538,769,1.786,104,216,Valid
3539,353,1.738,102,192,Valid
3539,953,1.76,100,165,Valid
3540,545,1.839,101,207,Valid
3541,129,1.75,102,214,Valid
3541,713,1.671,102,188,Valid
3542,305,1.754,101,199,Valid
3542,913,1.879,100,207,Valid
3543,513,1.845,97,195,Valid
3544,89,1.732,104,190,Valid
3544,682,1.744,101,186,Valid
3545,322,1.749,94,202,Valid
3545,874,1.566,107,182,Valid
3546,466,1.688,101,203,Valid
3547,18,1.596,107,188,Valid
3547,594,1.613,105,185,Valid
3548,218,1.696,98,203,Valid
3548,802,1.711,101,212,Valid
3549,386,1.782,101,218,Valid
3549,954,1.697,105,192,Valid
3550,554,1.743,101,186,Valid
3551,122,1.739,104,187,Valid
3551,674,1.665,108,214,Valid
3552,274,1.708,101,207,Valid
3552,842,1.618,104,189,Valid
3553,442,1.636,100,205,Valid
3554,27,1.741,105,191,Valid
3554,603,1.77,104,208,Valid
3555,195,1.774,98,198,Valid
3555,747,1.779,108,216,Valid
3556,331,1.759,102,197,Valid
3556,931,1.78,101,176,Valid
3557,491,1.719,107,195,Valid
3558,75,1.725,102,190,Valid
3558,659,1.726,102,199,Valid
3559,259,1.707,101,218,Valid
3559,819,1.595,102,182,Valid
3560,395,1.69,107,188,Valid
3560,979,1.81,104,221,Valid
3561,523,1.677,107,224,Valid
3562,115,1.698,102,184,Valid
3562,692,1.794,105,204,Valid
3563,300,1.855,98,205,Valid
3563,844,1.79,107,223,Valid
3564,444,1.829,102,202,Valid
3565,52,1.898,98,196,Valid
3565,628,1.835,102,204,Valid
3566,212,1.807,105,200,Valid
3566,796,1.779,101,199,Valid
3567,348,1.55,110,172,Valid
